Sex,Race,Age,Age Group,Education,Work Class,Occupation,Marital Status,Relationship,Income
Female,White,25,20s,Bachelors,Private,Prof-specialty,Never-married,Own-child,<=50K
Female,White,64,60s,Some-college,Private,Sales,Widowed,Not-in-family,<=50K
Female,White,28,20s,Bachelors,Private,Exec-managerial,Married,Wife,<=50K
Male,White,44,40s,<HS,Private,Protective-serv,Married,Other-relative,<=50K
Male,White,40,40s,Bachelors,Private,Tech-support,Married,Husband,>50K
Male,Asian-Pac-Islander,21,20s,Some-college,Private,Handlers-cleaners,Never-married,Own-child,<=50K
Male,White,23,20s,HS-grad,Private,Craft-repair,Never-married,Not-in-family,<=50K
Female,White,23,20s,Some-college,Private,Other-service,Never-married,Unmarried,<=50K
Male,Black,19,<20,HS-grad,Private,Other-service,Never-married,Own-child,<=50K
Male,White,61,60s,Some-college,Private,Tech-support,Married,Husband,<=50K
Male,Other,47,40s,<HS,Self-emp-inc,Craft-repair,Never-married,Not-in-family,<=50K
Male,White,39,30s,<HS,Private,Handlers-cleaners,Married,Husband,<=50K
Male,White,25,20s,<HS,Private,Exec-managerial,Married,Husband,<=50K
Male,White,33,30s,HS-grad,Private,Sales,Married,Husband,<=50K
Female,White,34,30s,Some-college,State-gov,Adm-clerical,Divorced,Not-in-family,<=50K
Male,White,54,50s,Some-college,Self-emp-not-inc,Sales,Married,Husband,<=50K
Female,White,24,20s,Bachelors,Private,Tech-support,Never-married,Own-child,<=50K
Male,Other,28,20s,HS-grad,Private,Machine-op-inspct,Never-married,Own-child,<=50K
Male,White,33,30s,Some-college,Private,Sales,Married,Husband,<=50K
Male,White,31,30s,HS-grad,Private,Transport-moving,Married,Husband,>50K
Male,White,70,70s,HS-grad,Self-emp-inc,Exec-managerial,Married,Husband,<=50K
Female,White,43,40s,HS-grad,Private,Machine-op-inspct,Married,Wife,<=50K
Female,White,36,30s,Some-college,Private,Adm-clerical,Married,Wife,>50K
Male,White,50,50s,<HS,Local-gov,Craft-repair,Never-married,Unmarried,<=50K
Female,Black,21,20s,Some-college,Private,Other-service,Never-married,Not-in-family,<=50K
Female,Black,31,30s,Some-college,Private,Tech-support,Separated,Unmarried,<=50K
Female,White,39,30s,Some-college,Private,Adm-clerical,Divorced,Unmarried,<=50K
Female,White,29,20s,<HS,Private,Other-service,Married,Wife,<=50K
Male,White,39,30s,Some-college,Private,Handlers-cleaners,Divorced,Not-in-family,<=50K
Male,Other,17,<20,<HS,Private,Farming-fishing,Never-married,Other-relative,<=50K
Female,White,46,40s,Some-college,Private,Sales,Divorced,Unmarried,<=50K
Male,White,62,60s,HS-grad,Private,Craft-repair,Married,Husband,<=50K
Female,Black,32,30s,<HS,Private,Other-service,Divorced,Unmarried,<=50K
Female,Black,28,20s,HS-grad,Private,Other-service,Never-married,Own-child,<=50K
Female,Black,19,<20,Some-college,Private,Sales,Never-married,Other-relative,<=50K
Male,White,18,<20,Some-college,Private,Sales,Never-married,Own-child,<=50K
Male,White,24,20s,Bachelors,Local-gov,Protective-serv,Married,Husband,<=50K
Male,White,38,30s,Some-college,Private,Craft-repair,Married,Husband,<=50K
Male,Black,38,30s,Masters,Private,Prof-specialty,Married,Husband,>50K
Male,White,17,<20,<HS,Private,Sales,Never-married,Own-child,<=50K
Male,White,28,20s,HS-grad,Private,Craft-repair,Married,Husband,<=50K
Male,White,52,50s,HS-grad,Private,Sales,Married,Husband,<=50K
Female,White,19,<20,HS-grad,Private,Sales,Never-married,Own-child,<=50K
Male,White,26,20s,Some-college,Private,Adm-clerical,Married,Husband,>50K
Male,White,34,30s,Some-college,Self-emp-inc,Exec-managerial,Married,Husband,>50K
Female,White,21,20s,HS-grad,Private,Adm-clerical,Never-married,Not-in-family,<=50K
Male,White,43,40s,HS-grad,Private,Craft-repair,Married,Husband,<=50K
Male,White,52,50s,HS-grad,Private,Craft-repair,Married,Husband,<=50K
Male,White,59,50s,HS-grad,Private,Craft-repair,Married,Husband,>50K
Female,White,21,20s,Associate,Private,Adm-clerical,Never-married,Own-child,<=50K
Male,White,55,50s,Some-college,State-gov,Protective-serv,Married,Husband,>50K
Male,White,46,40s,Masters,Self-emp-inc,Sales,Divorced,Not-in-family,>50K
Female,White,36,30s,HS-grad,Private,Adm-clerical,Separated,Unmarried,<=50K
Male,White,39,30s,HS-grad,Private,Handlers-cleaners,Never-married,Own-child,<=50K
Female,White,30,30s,HS-grad,Private,Prof-specialty,Never-married,Own-child,<=50K
Female,White,22,20s,Some-college,Private,Sales,Never-married,Own-child,<=50K
Male,White,43,40s,Bachelors,Private,Exec-managerial,Married,Husband,>50K
Male,White,36,30s,HS-grad,Private,Machine-op-inspct,Divorced,Not-in-family,<=50K
Male,White,36,30s,Bachelors,Private,Craft-repair,Married,Own-child,>50K
Female,White,50,50s,HS-grad,Private,Craft-repair,Divorced,Unmarried,<=50K
Female,White,27,20s,Bachelors,Federal-gov,Protective-serv,Never-married,Not-in-family,<=50K
Male,White,46,40s,HS-grad,Federal-gov,Adm-clerical,Married,Husband,>50K
Male,White,24,20s,Bachelors,Private,Prof-specialty,Never-married,Own-child,<=50K
Male,White,41,40s,HS-grad,Private,Craft-repair,Divorced,Not-in-family,<=50K
Male,White,68,60s,HS-grad,Private,Adm-clerical,Married,Husband,<=50K
Male,White,38,30s,Some-college,Local-gov,Exec-managerial,Married,Husband,<=50K
Male,White,47,40s,HS-grad,Private,Sales,Married,Husband,>50K
Male,Black,41,40s,Some-college,Private,Other-service,Never-married,Not-in-family,<=50K
Female,White,31,30s,Doctorate,Self-emp-not-inc,Prof-specialty,Never-married,Own-child,<=50K
Male,White,29,20s,Some-college,Private,Craft-repair,Married,Husband,<=50K
Female,White,26,20s,HS-grad,Private,Handlers-cleaners,Never-married,Own-child,<=50K
Female,White,51,50s,Some-college,Private,Machine-op-inspct,Widowed,Unmarried,<=50K
Male,Other,26,20s,Bachelors,Federal-gov,Tech-support,Never-married,Not-in-family,<=50K
Female,White,27,20s,Bachelors,Local-gov,Prof-specialty,Never-married,Not-in-family,<=50K
Male,White,36,30s,HS-grad,Private,Tech-support,Married,Husband,<=50K
Female,White,28,20s,Bachelors,Federal-gov,Prof-specialty,Never-married,Not-in-family,<=50K
Female,White,53,50s,Bachelors,Private,Tech-support,Divorced,Not-in-family,<=50K
Male,White,40,40s,Bachelors,State-gov,Prof-specialty,Divorced,Not-in-family,<=50K
Female,White,38,30s,HS-grad,Private,Other-service,Divorced,Not-in-family,<=50K
Male,White,53,50s,<HS,Private,Other-service,Married,Husband,<=50K
Male,White,34,30s,HS-grad,Local-gov,Craft-repair,Married,Husband,<=50K
Male,White,43,40s,HS-grad,Private,Transport-moving,Divorced,Not-in-family,<=50K
Male,White,64,60s,<HS,Private,Adm-clerical,Married,Husband,<=50K
Female,White,21,20s,Some-college,Private,Adm-clerical,Never-married,Own-child,<=50K
Male,Black,47,40s,Masters,Local-gov,Protective-serv,Divorced,Not-in-family,>50K
Male,White,57,50s,HS-grad,Private,Transport-moving,Married,Husband,<=50K
Female,White,37,30s,Bachelors,Private,Adm-clerical,Never-married,Not-in-family,<=50K
Male,White,37,30s,<HS,Private,Farming-fishing,Divorced,Not-in-family,<=50K
Male,White,51,50s,HS-grad,Self-emp-not-inc,Farming-fishing,Married,Husband,>50K
Female,White,32,30s,Associate,Private,Adm-clerical,Never-married,Not-in-family,<=50K
Male,White,49,40s,HS-grad,Private,Machine-op-inspct,Married,Husband,<=50K
Male,White,52,50s,HS-grad,Private,Sales,Married,Husband,<=50K
Female,White,46,40s,HS-grad,Private,Adm-clerical,Divorced,Unmarried,<=50K
Male,White,24,20s,Some-college,State-gov,Prof-specialty,Married,Husband,<=50K
Male,White,39,30s,Bachelors,Private,Exec-managerial,Married,Husband,>50K
Male,White,30,30s,Some-college,Private,Craft-repair,Never-married,Not-in-family,<=50K
Female,White,34,30s,Masters,Private,Prof-specialty,Divorced,Own-child,>50K
Male,White,30,30s,Some-college,Private,Adm-clerical,Married,Husband,<=50K
Female,Black,25,20s,Bachelors,Private,Sales,Never-married,Not-in-family,<=50K
Male,Black,58,50s,Bachelors,Local-gov,Prof-specialty,Married,Husband,<=50K
Male,White,32,30s,Some-college,Private,Adm-clerical,Married,Husband,<=50K
Female,Black,37,30s,HS-grad,Private,Other-service,Separated,Unmarried,<=50K
Female,Black,35,30s,HS-grad,Private,Other-service,Separated,Not-in-family,<=50K
Male,White,18,<20,<HS,Private,Handlers-cleaners,Never-married,Other-relative,<=50K
Female,White,46,40s,Bachelors,Private,Prof-specialty,Divorced,Unmarried,<=50K
Female,White,44,40s,<HS,Private,Adm-clerical,Divorced,Unmarried,<=50K
Female,White,45,40s,<HS,Private,Sales,Divorced,Not-in-family,<=50K
Male,White,40,40s,<HS,Private,Prof-specialty,Married,Husband,>50K
Male,White,38,30s,Bachelors,Private,Prof-specialty,Married,Husband,>50K
Female,Asian-Pac-Islander,52,50s,HS-grad,Private,Machine-op-inspct,Married,Wife,<=50K
Male,White,47,40s,HS-grad,Private,Craft-repair,Married,Husband,<=50K
Female,White,49,40s,Bachelors,Private,Tech-support,Divorced,Unmarried,<=50K
Male,White,59,50s,HS-grad,State-gov,Sales,Married,Husband,<=50K
Female,White,22,20s,Associate,Private,Adm-clerical,Never-married,Own-child,<=50K
Male,White,44,40s,Some-college,Local-gov,Exec-managerial,Married,Husband,>50K
Female,White,76,70s,Bachelors,Private,Prof-specialty,Widowed,Not-in-family,<=50K
Male,White,50,50s,<HS,Local-gov,Other-service,Never-married,Not-in-family,<=50K
Male,White,33,30s,Some-college,Local-gov,Protective-serv,Married,Husband,<=50K
Male,White,43,40s,HS-grad,Private,Craft-repair,Married,Husband,>50K
Male,White,37,30s,HS-grad,Self-emp-inc,Craft-repair,Married,Husband,<=50K
Male,White,40,40s,<HS,Private,Transport-moving,Married,Husband,<=50K
Female,Amer-Indian-Eskimo,49,40s,Some-college,Self-emp-not-inc,Exec-managerial,Divorced,Not-in-family,<=50K
Male,White,48,40s,Some-college,Self-emp-inc,Craft-repair,Never-married,Not-in-family,<=50K
Male,White,22,20s,Some-college,Private,Tech-support,Married,Husband,<=50K
Female,White,42,40s,HS-grad,Private,Exec-managerial,Divorced,Not-in-family,<=50K
Female,White,36,30s,Some-college,Private,Prof-specialty,Divorced,Not-in-family,<=50K
Female,Black,30,30s,HS-grad,State-gov,Other-service,Never-married,Not-in-family,<=50K
Male,Amer-Indian-Eskimo,40,40s,HS-grad,Local-gov,Craft-repair,Never-married,Other-relative,<=50K
Male,White,42,40s,HS-grad,Private,Machine-op-inspct,Married,Husband,<=50K
Male,White,56,50s,HS-grad,Private,Machine-op-inspct,Married,Husband,>50K
Female,White,55,50s,Some-college,Private,Prof-specialty,Divorced,Not-in-family,<=50K
Male,White,25,20s,HS-grad,Private,Other-service,Married,Husband,<=50K
Female,Asian-Pac-Islander,33,30s,Some-college,Private,Adm-clerical,Never-married,Unmarried,<=50K
Male,White,47,40s,Bachelors,Private,Sales,Married,Husband,>50K
Female,White,23,20s,Associate,Private,Sales,Never-married,Own-child,<=50K
Female,White,55,50s,Bachelors,Self-emp-inc,Sales,Divorced,Not-in-family,<=50K
Female,White,43,40s,HS-grad,Private,Exec-managerial,Never-married,Not-in-family,<=50K
Male,White,31,30s,Associate,Private,Sales,Married,Husband,<=50K
Female,White,62,60s,Associate,State-gov,Prof-specialty,Widowed,Not-in-family,<=50K
Male,White,42,40s,HS-grad,Local-gov,Adm-clerical,Married,Husband,<=50K
Male,White,38,30s,HS-grad,Self-emp-not-inc,Craft-repair,Married,Husband,>50K
Male,White,29,20s,HS-grad,Private,Tech-support,Never-married,Not-in-family,<=50K
Male,White,26,20s,Some-college,Private,Other-service,Never-married,Not-in-family,<=50K
Female,White,26,20s,HS-grad,Private,Adm-clerical,Married,Wife,>50K
Male,White,37,30s,HS-grad,Self-emp-not-inc,Farming-fishing,Married,Husband,<=50K
Male,White,61,60s,<HS,Private,Other-service,Never-married,Not-in-family,<=50K
Female,White,28,20s,<HS,Self-emp-not-inc,Other-service,Never-married,Other-relative,<=50K
Male,White,51,50s,HS-grad,Self-emp-inc,Protective-serv,Divorced,Not-in-family,<=50K
Male,White,34,30s,HS-grad,Private,Craft-repair,Married,Husband,>50K
Male,White,35,30s,HS-grad,Private,Machine-op-inspct,Divorced,Own-child,<=50K
Male,White,27,20s,<HS,Local-gov,Craft-repair,Married,Husband,<=50K
Female,White,44,40s,HS-grad,Private,Other-service,Divorced,Unmarried,<=50K
Female,White,25,20s,HS-grad,Private,Other-service,Separated,Unmarried,<=50K
Female,White,32,30s,<HS,Private,Other-service,Divorced,Unmarried,<=50K
Male,White,36,30s,Some-college,Private,Prof-specialty,Married,Husband,>50K
Male,White,27,20s,Masters,Private,Handlers-cleaners,Never-married,Unmarried,<=50K
Male,White,40,40s,Doctorate,Private,Prof-specialty,Married,Husband,>50K
Male,White,43,40s,Some-college,Private,Tech-support,Divorced,Not-in-family,>50K
Male,White,25,20s,Bachelors,Private,Tech-support,Never-married,Not-in-family,<=50K
Male,White,41,40s,HS-grad,Private,Transport-moving,Married,Husband,<=50K
Male,White,30,30s,Bachelors,Private,Prof-specialty,Married,Husband,>50K
Male,Other,52,50s,<HS,Private,Machine-op-inspct,Married,Husband,<=50K
Female,White,32,30s,Bachelors,Private,Prof-specialty,Never-married,Not-in-family,<=50K
Male,White,33,30s,HS-grad,Private,Handlers-cleaners,Married,Husband,<=50K
Male,White,35,30s,HS-grad,Private,Craft-repair,Married,Husband,<=50K
Female,White,48,40s,HS-grad,Private,Other-service,Widowed,Not-in-family,<=50K
Male,White,62,60s,<HS,Self-emp-not-inc,Sales,Married,Husband,<=50K
Female,Black,40,40s,Associate,Self-emp-not-inc,Prof-specialty,Never-married,Own-child,<=50K
Female,White,28,20s,<HS,Private,Other-service,Never-married,Not-in-family,<=50K
Female,White,23,20s,Some-college,Private,Other-service,Never-married,Not-in-family,<=50K
Female,White,51,50s,Some-college,State-gov,Adm-clerical,Divorced,Unmarried,<=50K
Male,White,63,60s,Some-college,Self-emp-not-inc,Other-service,Married,Husband,<=50K
Female,White,63,60s,HS-grad,Federal-gov,Exec-managerial,Widowed,Not-in-family,<=50K
Male,White,40,40s,HS-grad,Private,Sales,Divorced,Not-in-family,>50K
Male,White,40,40s,HS-grad,Private,Farming-fishing,Never-married,Not-in-family,<=50K
Female,White,41,40s,Bachelors,Private,Prof-specialty,Married,Wife,>50K
Male,Black,41,40s,Bachelors,Private,Handlers-cleaners,Never-married,Not-in-family,<=50K
Female,White,20,20s,Some-college,State-gov,Prof-specialty,Never-married,Own-child,<=50K
Male,White,35,30s,HS-grad,Private,Craft-repair,Married,Husband,<=50K
Male,White,31,30s,Bachelors,Private,Exec-managerial,Married,Husband,<=50K
Male,White,34,30s,Bachelors,Private,Sales,Married,Husband,>50K
Male,White,57,50s,Masters,Private,Exec-managerial,Married,Husband,>50K
Female,White,28,20s,HS-grad,Private,Machine-op-inspct,Never-married,Not-in-family,<=50K
Male,White,38,30s,Some-college,Private,Tech-support,Married,Husband,>50K
Male,White,37,30s,Associate,Private,Other-service,Never-married,Not-in-family,<=50K
Female,Black,43,40s,Some-college,State-gov,Adm-clerical,Divorced,Not-in-family,<=50K
Male,White,26,20s,HS-grad,Self-emp-not-inc,Exec-managerial,Married,Husband,<=50K
Male,Black,26,20s,Some-college,Private,Transport-moving,Married,Husband,<=50K
Male,White,27,20s,Associate,Private,Transport-moving,Married,Husband,<=50K
Male,White,33,30s,Bachelors,Private,Prof-specialty,Married,Husband,<=50K
Female,White,45,40s,Bachelors,Private,Prof-specialty,Never-married,Not-in-family,<=50K
Male,White,65,60s,Bachelors,Private,Other-service,Married,Husband,<=50K
Female,White,59,50s,HS-grad,Private,Other-service,Divorced,Not-in-family,<=50K
Male,White,18,<20,Some-college,Private,Other-service,Never-married,Own-child,<=50K
Male,White,44,40s,<HS,Local-gov,Handlers-cleaners,Married,Husband,<=50K
Male,White,37,30s,Some-college,Private,Craft-repair,Never-married,Not-in-family,<=50K
Male,White,27,20s,HS-grad,Private,Other-service,Married,Husband,<=50K
Female,White,43,40s,Bachelors,Local-gov,Prof-specialty,Married,Wife,>50K
Male,White,59,50s,Prof-school,Self-emp-inc,Prof-specialty,Married,Husband,>50K
Male,White,19,<20,HS-grad,Private,Farming-fishing,Never-married,Not-in-family,<=50K
Male,Black,36,30s,HS-grad,State-gov,Exec-managerial,Never-married,Unmarried,<=50K
Male,White,37,30s,Some-college,Private,Exec-managerial,Married,Husband,<=50K
Female,White,31,30s,Associate,Private,Adm-clerical,Divorced,Unmarried,<=50K
Male,White,23,20s,HS-grad,Private,Other-service,Never-married,Own-child,<=50K
Male,White,22,20s,Some-college,Private,Sales,Never-married,Not-in-family,<=50K
Female,Black,36,30s,HS-grad,Private,Adm-clerical,Divorced,Unmarried,<=50K
Male,White,38,30s,Some-college,Private,Exec-managerial,Divorced,Not-in-family,<=50K
Female,White,24,20s,Associate,Private,Adm-clerical,Never-married,Own-child,<=50K
Female,Black,26,20s,Bachelors,Private,Adm-clerical,Never-married,Own-child,<=50K
Female,Other,47,40s,<HS,Private,Machine-op-inspct,Married,Wife,<=50K
Female,White,31,30s,Masters,Local-gov,Prof-specialty,Never-married,Not-in-family,<=50K
Male,White,42,40s,<HS,Private,Farming-fishing,Married,Not-in-family,<=50K
Male,White,48,40s,Associate,Self-emp-inc,Craft-repair,Married,Husband,>50K
Female,Black,56,50s,Some-college,Private,Tech-support,Separated,Unmarried,<=50K
Male,White,50,50s,HS-grad,Private,Tech-support,Married,Husband,>50K
Male,White,17,<20,<HS,Private,Handlers-cleaners,Never-married,Own-child,<=50K
Female,White,50,50s,HS-grad,Private,Adm-clerical,Divorced,Not-in-family,<=50K
Female,White,49,40s,HS-grad,Private,Sales,Divorced,Not-in-family,<=50K
Female,White,34,30s,HS-grad,Private,Sales,Married,Wife,<=50K
Male,White,32,30s,HS-grad,Self-emp-not-inc,Sales,Married,Husband,>50K
Male,White,28,20s,Some-college,Private,Adm-clerical,Married,Husband,>50K
Male,White,62,60s,Bachelors,Self-emp-inc,Exec-managerial,Married,Husband,>50K
Male,White,23,20s,Bachelors,Private,Prof-specialty,Never-married,Not-in-family,<=50K
Female,Black,24,20s,Masters,State-gov,Prof-specialty,Never-married,Not-in-family,<=50K
Female,White,31,30s,Associate,Private,Prof-specialty,Married,Wife,<=50K
Male,White,36,30s,HS-grad,Private,Transport-moving,Married,Husband,<=50K
Female,White,58,50s,Associate,Private,Priv-house-serv,Married,Other-relative,<=50K
Male,White,39,30s,Masters,Private,Prof-specialty,Married,Husband,>50K
Male,White,21,20s,HS-grad,Private,Craft-repair,Never-married,Not-in-family,<=50K
Male,White,39,30s,HS-grad,Private,Handlers-cleaners,Married,Husband,<=50K
Female,White,21,20s,Some-college,Private,Sales,Never-married,Own-child,<=50K
Male,White,33,30s,Associate,Private,Prof-specialty,Married,Husband,>50K
Male,White,37,30s,HS-grad,Private,Craft-repair,Married,Husband,>50K
Female,White,29,20s,HS-grad,Local-gov,Other-service,Never-married,Unmarried,<=50K
Female,White,43,40s,HS-grad,Private,Machine-op-inspct,Divorced,Own-child,<=50K
Male,White,22,20s,HS-grad,Private,Craft-repair,Never-married,Own-child,<=50K
Female,White,25,20s,Masters,Private,Prof-specialty,Never-married,Own-child,>50K
Male,White,69,60s,Some-college,Local-gov,Other-service,Married,Husband,<=50K
Female,White,17,<20,<HS,Private,Other-service,Never-married,Own-child,<=50K
Female,White,54,50s,HS-grad,Private,Handlers-cleaners,Widowed,Unmarried,<=50K
Male,Other,28,20s,<HS,Private,Machine-op-inspct,Married,Other-relative,<=50K
Female,White,27,20s,Associate,Local-gov,Tech-support,Never-married,Own-child,<=50K
Male,White,35,30s,Associate,Private,Craft-repair,Divorced,Unmarried,>50K
Female,White,38,30s,Associate,Private,Tech-support,Married,Wife,>50K
Male,White,33,30s,HS-grad,State-gov,Tech-support,Married,Husband,<=50K
Male,White,26,20s,HS-grad,Private,Craft-repair,Never-married,Own-child,<=50K
Female,White,56,50s,Some-college,Self-emp-inc,Sales,Married,Wife,>50K
Male,Amer-Indian-Eskimo,38,30s,Bachelors,Private,Prof-specialty,Married,Husband,>50K
Female,White,26,20s,Some-college,Private,Priv-house-serv,Never-married,Not-in-family,<=50K
Male,White,33,30s,Bachelors,Private,Exec-managerial,Married,Husband,>50K
Male,White,44,40s,<HS,Private,Handlers-cleaners,Married,Husband,<=50K
Female,White,36,30s,<HS,Private,Sales,Divorced,Not-in-family,<=50K
Male,White,42,40s,Some-college,Private,Craft-repair,Divorced,Unmarried,<=50K
Male,White,44,40s,Associate,Private,Prof-specialty,Married,Husband,<=50K
Female,White,21,20s,Some-college,Private,Sales,Never-married,Own-child,<=50K
Male,White,41,40s,Some-college,Private,Sales,Married,Husband,>50K
Male,White,27,20s,<HS,Private,Craft-repair,Separated,Not-in-family,<=50K
Male,White,38,30s,Bachelors,Private,Prof-specialty,Married,Husband,>50K
Female,Amer-Indian-Eskimo,60,60s,Some-college,Private,Transport-moving,Separated,Not-in-family,<=50K
Male,White,24,20s,<HS,Private,Machine-op-inspct,Never-married,Unmarried,<=50K
Male,White,22,20s,HS-grad,Private,Handlers-cleaners,Never-married,Own-child,<=50K
Male,White,22,20s,<HS,Private,Machine-op-inspct,Never-married,Not-in-family,<=50K
Male,White,51,50s,Bachelors,Private,Prof-specialty,Married,Husband,<=50K
Male,White,42,40s,Prof-school,Local-gov,Exec-managerial,Married,Husband,>50K
Female,White,37,30s,Bachelors,Local-gov,Tech-support,Never-married,Own-child,<=50K
Male,White,37,30s,Prof-school,Self-emp-not-inc,Prof-specialty,Married,Husband,>50K
Male,White,66,60s,Bachelors,Private,Other-service,Married,Husband,>50K
Female,Black,46,40s,Associate,Private,Machine-op-inspct,Separated,Not-in-family,<=50K
Male,White,52,50s,HS-grad,Private,Craft-repair,Married,Husband,>50K
Male,White,23,20s,HS-grad,Private,Craft-repair,Never-married,Not-in-family,<=50K
Male,White,67,60s,HS-grad,Private,Exec-managerial,Widowed,Unmarried,>50K
Female,White,19,<20,Some-college,Private,Sales,Never-married,Own-child,<=50K
Female,White,37,30s,Bachelors,Private,Prof-specialty,Never-married,Not-in-family,<=50K
Male,Black,39,30s,Some-college,Self-emp-not-inc,Other-service,Married,Husband,<=50K
Male,White,46,40s,HS-grad,Private,Machine-op-inspct,Married,Husband,<=50K
Female,Black,33,30s,HS-grad,Private,Other-service,Never-married,Unmarried,<=50K
Female,White,69,60s,Some-college,Self-emp-not-inc,Farming-fishing,Widowed,Not-in-family,<=50K
Male,White,21,20s,Some-college,Private,Handlers-cleaners,Never-married,Own-child,<=50K
Male,Black,27,20s,HS-grad,Private,Handlers-cleaners,Never-married,Other-relative,<=50K
Male,White,39,30s,HS-grad,Private,Exec-managerial,Married,Husband,>50K
Male,Black,23,20s,Some-college,Private,Adm-clerical,Divorced,Not-in-family,<=50K
Female,White,26,20s,Associate,Private,Prof-specialty,Divorced,Unmarried,<=50K
Female,Amer-Indian-Eskimo,42,40s,Doctorate,Private,Prof-specialty,Married,Unmarried,<=50K
Male,White,36,30s,HS-grad,Private,Craft-repair,Divorced,Unmarried,<=50K
Male,White,24,20s,HS-grad,Private,Transport-moving,Never-married,Unmarried,<=50K
Male,White,35,30s,<HS,Private,Other-service,Married,Husband,<=50K
Female,Black,42,40s,HS-grad,Private,Handlers-cleaners,Divorced,Unmarried,<=50K
Male,White,41,40s,Doctorate,Private,Prof-specialty,Married,Husband,>50K
Female,Black,27,20s,Associate,Private,Machine-op-inspct,Never-married,Unmarried,<=50K
Female,White,18,<20,HS-grad,Private,Adm-clerical,Never-married,Own-child,<=50K
Male,White,41,40s,Bachelors,Private,Tech-support,Married,Husband,>50K
Male,White,31,30s,HS-grad,Private,Handlers-cleaners,Married,Husband,<=50K
Male,White,26,20s,Some-college,Private,Craft-repair,Married,Husband,<=50K
Male,White,37,30s,Some-college,Private,Exec-managerial,Married,Husband,>50K
Male,White,51,50s,HS-grad,Private,Craft-repair,Married,Husband,<=50K
Male,Amer-Indian-Eskimo,26,20s,Some-college,Private,Craft-repair,Never-married,Own-child,<=50K
Male,White,25,20s,HS-grad,Private,Handlers-cleaners,Never-married,Unmarried,<=50K
Male,White,38,30s,Associate,Private,Machine-op-inspct,Married,Husband,>50K
Male,White,43,40s,HS-grad,Private,Transport-moving,Separated,Not-in-family,<=50K
Female,White,23,20s,Some-college,Private,Farming-fishing,Separated,Other-relative,<=50K
Female,White,60,60s,Masters,Local-gov,Prof-specialty,Divorced,Not-in-family,<=50K
Male,White,21,20s,Some-college,Local-gov,Prof-specialty,Never-married,Not-in-family,<=50K
Female,White,18,<20,Some-college,Private,Adm-clerical,Never-married,Own-child,<=50K
Female,White,43,40s,<HS,Private,Priv-house-serv,Divorced,Unmarried,<=50K
Male,White,36,30s,HS-grad,Private,Transport-moving,Married,Husband,>50K
Female,White,38,30s,HS-grad,Private,Machine-op-inspct,Divorced,Other-relative,<=50K
Male,White,43,40s,Some-college,Self-emp-not-inc,Farming-fishing,Married,Husband,<=50K
Female,White,58,50s,HS-grad,Private,Other-service,Divorced,Unmarried,<=50K
Female,White,55,50s,HS-grad,Private,Adm-clerical,Divorced,Not-in-family,<=50K
Female,Black,39,30s,Associate,Private,Exec-managerial,Divorced,Unmarried,<=50K
Female,White,38,30s,Bachelors,Private,Prof-specialty,Divorced,Not-in-family,<=50K
Male,White,57,50s,Prof-school,Self-emp-inc,Prof-specialty,Married,Husband,<=50K
Male,White,35,30s,Associate,Local-gov,Protective-serv,Married,Husband,<=50K
Male,Asian-Pac-Islander,44,40s,Prof-school,Self-emp-not-inc,Prof-specialty,Married,Husband,>50K
Male,White,36,30s,HS-grad,Private,Craft-repair,Married,Husband,<=50K
Male,White,58,50s,HS-grad,Private,Craft-repair,Married,Husband,<=50K
Female,White,25,20s,Prof-school,Private,Prof-specialty,Never-married,Not-in-family,<=50K
Male,White,54,50s,Bachelors,Local-gov,Exec-managerial,Married,Husband,<=50K
Female,White,23,20s,Bachelors,Private,Tech-support,Never-married,Not-in-family,<=50K
Male,White,37,30s,Some-college,Private,Sales,Never-married,Not-in-family,<=50K
Male,Black,60,60s,Associate,Federal-gov,Other-service,Married,Husband,<=50K
Female,White,66,60s,<HS,Local-gov,Other-service,Widowed,Not-in-family,<=50K
Male,Black,36,30s,Associate,Private,Machine-op-inspct,Married,Husband,<=50K
Female,White,25,20s,Bachelors,Private,Prof-specialty,Divorced,Not-in-family,<=50K
Male,White,23,20s,Some-college,Private,Adm-clerical,Never-married,Own-child,<=50K
Male,Black,38,30s,HS-grad,Private,Other-service,Never-married,Own-child,<=50K
Male,White,33,30s,Some-college,Private,Handlers-cleaners,Married,Husband,>50K
Male,White,49,40s,Some-college,Self-emp-inc,Farming-fishing,Married,Husband,<=50K
Male,White,57,50s,HS-grad,Self-emp-inc,Exec-managerial,Married,Husband,>50K
Male,White,57,50s,Bachelors,Local-gov,Exec-managerial,Married,Husband,<=50K
Female,White,46,40s,Some-college,Private,Machine-op-inspct,Never-married,Not-in-family,<=50K
Male,White,37,30s,Masters,Self-emp-inc,Exec-managerial,Married,Husband,>50K
Male,White,43,40s,Bachelors,Self-emp-inc,Sales,Married,Husband,>50K
Female,White,26,20s,HS-grad,Private,Other-service,Never-married,Not-in-family,<=50K
Female,White,40,40s,Associate,Private,Prof-specialty,Separated,Other-relative,<=50K
Male,Amer-Indian-Eskimo,39,30s,HS-grad,Self-emp-not-inc,Craft-repair,Never-married,Other-relative,<=50K
Female,Black,39,30s,Associate,Private,Other-service,Divorced,Unmarried,<=50K
Male,White,31,30s,Some-college,Private,Adm-clerical,Married,Husband,<=50K
Male,Other,31,30s,Bachelors,Private,Machine-op-inspct,Married,Husband,<=50K
